"Jed Water at Jedburgh","Coquet at Rothbury","Wansbeck at Mitford","Rede at Rede Bridge","Liddel Water at Rowanburnfoot","Esk at Canonbie","Annan at Brydekirk","Kirtle Water at Mossknowe","South Tyne at Haydon Bridge","Tyne at Bywell","South Tyne at Featherstone","Eden at Sheepmount","Wear at Chester le Street","Wear at Stanhope","Derwent at Ouse Bridge","Lowther at Eamont Bridge","Eden at Temple Sowerby","Tees at Darlington Broken Scar","Eden at Kirkby Stephen","Brathay at Jeffy Knotts","Lune at Lunes Bridge","Sprint at Sprint Mill","Lune at Killington New Bridge","Duddon at Duddon Hall","Ure at Kilgram Bridge","Leven at Newby Bridge FMS","Bela at Beetham","Lune at Caton","Aire at Kildwick Bridge","Wyre at St Michaels","Brock at U/S A6","Hodder at Hodder Place","Ribble at Henthorn","Calder at Whalley Weir","Ribble at Samlesbury","Douglas at Wanes Blades Bridge","Irwell at Adelphi Weir","Mersey at Ashton Weir","Sankey Brook at Causey Bridge","Tame at Portwood","Goyt at Marple Bridge","Bollin at Wilmslow","Dane at Rudheath","Gowy at Bridge Trafford","Weaver at Ashbrook"
1.23345502315713,1.34135168003811,1.36400992012047,1.28253589207986,1.92941476544131,2.13672516997694,1.68116259918134,5.74809596992275,1.54358446662469,1.58776174754241,1.52408013703931,1.79281991414264,1.21145972312495,1.09068570859733,1.39807345906851,1.6480415968694,1.48591002173887,1.61520167643956,NA,NA,2.16954471615825,NA,1.62428467501378,2.91927023137413,1.34383382814253,1.61272426353723,2.90292189420496,2.18691297646904,2.27490278655591,4.67314556469451,6.53369696346506,4.54653370584383,2.90292189420496,3.93871763773211,2.86313275334991,1.91909211130805,2.40301159901827,1.68515961156799,2.10859797145692,2.89383167523135,2.60128029110507,3.54328966490539,6.70682579639186,5.99367565619954,6.35416117996742
0.954064582000001,0.937302579460824,1.0726499465923,0.890121749465519,0.781318265226668,0.759534684433911,0.795740322381872,0.792860227357726,0.756610870535892,0.782763241588268,0.719466385355493,0.880881868497965,0.917054441142037,0.767621305075756,1.05633885922075,1.1199040167752,0.797777818232128,0.767815724794592,NA,NA,0.882342902312151,0.768888084620005,0.779490340710759,0.688537684771189,0.738937803254174,1.10986902764467,1.0726499465923,0.777255317649879,0.884212066958099,0.812276142346433,0.763182114416999,0.749772652333002,0.753681467231347,0.872136433044364,0.767549123057732,0.807472712879388,0.82808228583002,1.09105005395391,0.951765314556689,0.860227711487905,1.04099045404241,1.03699147220801,1.20316867924428,1.08373554774206,1.12635625284369
1.19401274038895,1.44524671182946,1.74352020001712,1.20425312232704,0.749276103984176,0.677330360206794,0.749276103984176,1.03865737210306,0.670813090091219,0.760994603174887,0.638407736094341,0.719466385355493,0.99840661518406,0.612795957142745,0.667520226701715,0.729251588933502,0.709217984685462,0.576849491092581,NA,NA,0.830957837893295,0.829764404097569,0.66071032275046,0.710330965147169,0.59941030069873,0.694841580038433,0.802933862732838,0.786659384110979,0.925715024129105,1.14603629166502,1.29113050643003,0.955090322761212,1.2639387226957,1.21347083191018,0.848961007189963,0.823466435302971,1.07091832858119,1.11168426300168,1.09816816500782,1.11576411445917,1.64877421366756,1.75664673512725,1.52295793030126,1.47084014474557,1.88897925128354
1.32906934510842,1.58776174754241,1.5912753256315,1.33946158628607,0.916275259672561,0.814431297826044,0.911809425414983,1.1799927849175,1.26282768564117,1.41988123820586,0.991503798561303,1.41162430652422,1.31894711433525,0.916143099762,1.10805786940504,1.02213278843998,1.2250315651765,1.11797721045931,NA,NA,1.2093317959202,1.07982325044509,1.07137871895337,0.982022227422776,1.48660464235568,0.841751917378897,1.37561656384014,1.8443052553375,2.09010740417696,2.29770467887852,2.15115320405736,2.43454541550483,3.19979650615255,6.83023994874815,2.96988625535496,1.71424587772548,2.30203228182394,1.326638127342,1.74569196572532,1.28131197726793,2.58340066691507,1.82354532807826,2.05370168390101,1.39190923627492,2.23524477250264
1.07091832858119,1.67323335885562,1.4310426298428,1.2233204645312,0.988333672558363,0.994683741708869,1.04871798374837,1.41436591808789,1.8530536152294,1.64234968127332,1.81634345104658,1.30748135768067,1.79125185848211,1.57908286211493,0.982022227422776,0.973404704053204,1.61404061793903,1.95913506094787,NA,NA,1.14130544314591,1.15243051876207,1.13404889958025,1.20316626571688,1.83081607966938,0.981235948578514,1.48508525803812,1.53426605667271,NA,2.06484165436911,3.67789312614117,1.41633236669983,1.62369238128131,2.43264114363556,1.46562391438467,2.04459400195927,2.1845526779364,1.96913584694466,3.13770547155982,1.84421117428768,2.87706443491731,2.95274532767697,2.90924411066459,4.01281302132681,5.07672441236599
2.00789195383715,6.07345385158964,4.73732338263261,5.36626255071227,1.66930070502098,1.66538908293773,1.86569264751386,2.18834666825331,4.21347491033802,6.14877689480531,3.97764457754546,2.78063727430707,5.85910537330058,4.48664760761011,1.49733238599773,1.79281991414264,3.07504385004621,5.67412791323024,NA,NA,2.21538994729482,NA,2.31042344280667,2.36031169712563,5.34583860245199,2.28484871081956,3.10789940536826,2.59528332288984,2.77888851080462,2.57915377240854,2.23927144770037,2.55843841009426,2.43264114363556,2.10514824182851,2.3510927422555,2.22462827806237,3.28820525857257,4.33486101419128,3.55755632396249,3.78169155248461,5.06903012550913,3.72610102394446,4.97519874489702,2.99238745067462,6.31079941372706
1.13566606539656,2.76632880469877,2.02020487228542,1.47525002350767,1.27288907441488,1.54029650230995,1.49271491871417,1.36400992012047,1.06832747506857,1.18596932649105,1.04367356895093,1.09016459684115,1.44842254654172,1.17693808016294,1.27401571541466,0.886732346406512,1.00225887875681,1.36039298493795,NA,NA,0.891131729462657,NA,0.866873889350539,1.21659038814778,1.02213278843998,1.52088066161926,1.20830064231691,0.971606330602539,0.988903055112059,1.20624262775599,1.16040494678361,1.00386847808494,0.932769343972559,0.990710353019364,1.004284100109,0.982890716805458,1.28195194175771,1.20214363529244,1.14508781532871,1.09939518064828,1.09181619634469,1.04787526242513,1.18695351643394,1.09704530197171,1.18697004861729
1.22920241208061,1.07438509889421,0.913296570589455,1.10259134768775,1.15847355632512,1.32180045750404,1.66930070502098,1.3242151846341,1.12635625284369,1.04703333910536,1.16622853790215,1.27288907441488,1.76385714371042,1.20112240878645,1.03035810841824,1.6480415968694,1.39592163447897,1.7869650355372,NA,NA,1.2672821166983,NA,1.28286861510105,1.09105005395391,2.00484301295906,1.09549164660914,1.3614562890771,1.42995561819802,1.35027269252765,1.63670197256348,1.5825233456179,1.52183484488707,1.68917850760023,1.55857037752333,1.8631481489486,1.48310534932871,1.99877973186132,1.38214787194234,1.9779136291081,1.25986493790677,1.53916782053785,1.72214459077655,2.07668074471533,3.78864671705141,2.73830671403451
0.756610870535892,0.785651115418823,0.77045495802068,0.702224354178459,0.657490419820495,0.743379320797668,0.78781533425444,0.723242704008679,0.608467058715673,0.55229881435387,0.631200352790936,0.769728890124566,0.836275696456957,0.666387880175688,0.883804979690736,0.801495799319661,0.722177921745446,0.639451647618327,NA,NA,0.738937803254174,NA,0.731326980280743,0.645463101187839,0.714912002851487,0.905875053339908,0.848239524153037,0.706699519337494,0.798919083443111,0.850404390138266,0.772631665152952,0.715343278526372,0.707261147531835,0.774806226008665,0.711861060458151,1.05390039264943,0.841031657292302,0.99627744535572,1.56194363220529,0.834828206473515,1.04099045404241,1.24527889424229,2.12114240091101,2.70762427564175,6.22477018013572
1.36018291582668,1.84061961235343,1.49118241148795,1.19283758437445,0.775530624288863,0.781318265226668,0.898487592291809,0.986752240536879,0.835273158616596,0.880881868497965,0.837431893714859,0.75514688945066,1.25653600366682,0.940285124551594,0.678946206820952,0.828801088062743,0.778257794035957,0.79747843208936,NA,NA,0.928251506166871,0.838447597915513,0.868341498066843,0.805809228958115,0.683763440946069,0.775530624288863,0.799338146437618,0.79026890345557,0.8384988322178,1.06316913359461,1.14224931387761,0.929950366381597,0.86197400857976,0.985173202362439,0.832395987945822,1.04027457356316,1.03699147220801,0.774806226008665,1.23345502315713,0.765230651900483,0.804678520585882,1.00750494246614,0.987318892689655,1.24865282295791,1.38609578620504
